constraint,path,focus_node,cause
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C154886,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C154887,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C154888,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C154889,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C154890,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C154891,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C154909,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C15492,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C15496,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C155646,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156472,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156564,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156584,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156585,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156586,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156587,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156588,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156589,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156601,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156602,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156603,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156604,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156605,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156606,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156629,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C156662,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C15667,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C15697,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C15709,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C157250,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C15755,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C15774,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C157802,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C15787,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C158256,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C158257,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C158275,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C158276,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C158277,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C158280,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C158297,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C158424,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C159204,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C159525,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C160722,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C160723,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C160724,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16094,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16112,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C161312,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C161410,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C161422,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C161423,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C161424,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C161483,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16149,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16150,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16152,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16153,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C162326,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C162330,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16275,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C163557,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C163558,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C163559,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C163567,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C163568,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C163569,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C163570,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16358,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164325,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164528,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164533,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164620,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164634,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164716,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164811,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164813,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C164815,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16502,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16564,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16564,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C166039,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16632,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16669,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16723,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C167264,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16735,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16795,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16809,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C168125,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C16818,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C168688,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17007,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170457,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17049,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17049,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170500,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170571,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170598,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170610,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170618,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170619,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170620,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170621,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170622,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170623,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170624,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170625,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170626,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170627,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170639,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C1708,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C170981,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171000,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17103,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171082,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171083,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171085,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171086,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171103,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171435,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171439,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171456,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171499,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171505,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171506,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171512,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171513,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171521,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171531,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C171532,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17201,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17204,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17208,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C172240,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C172255,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17230,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17241,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17248,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C172607,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C172608,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C172609,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C172610,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17369,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174232,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174233,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174284,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174285,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174286,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174311,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174314,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174361,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174362,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174363,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174364,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174365,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174370,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174371,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174372,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174373,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174374,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174375,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174376,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C174446,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C17468,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176205,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176230,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176287,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176359,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176360,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176361,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176362,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176363,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176364,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176365,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176372,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176373,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176374,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176375,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
ClosedConstraintComponent,exactMatch,http://purl.obolibrary.org/obo/NCIT_C176376,"authored: skos:exactMatch to the EVS form (D2, usdm-rdf D4)"
